workDate,itemID,duration,rateApplied,payout,payType,projectName,status
6-Jul-25,686ac5cc2649a42eb4bd301b,24m 23s,$22.00/hr,$8.94 ,prepay,Minister Bath,pending
6-Jul-25,686aba2f5485ebc243fdadca,24m 20s,$22.00/hr,$8.93 ,prepay,Minister Bath,pending
6-Jul-25,686aaa5b261d04ba4dcd2c7e,24m 14s,$22.00/hr,$8.89 ,prepay,Minister Bath,pending
6-Jul-25,686aaa59c72cceb07fad05e1,24m 21s,$22.00/hr,$8.93 ,prepay,Minister Bath,pending
6-Jul-25,686855d35bd87c6206cd3489,24m 41s,$22.00/hr,$9.06 ,prepay,Minister Bath,pending
6-Jul-25,686aa3cdcc83cdf4ef844b66,24m 12s,$22.00/hr,$8.88 ,prepay,Minister Bath,pending
6-Jul-25,686a9b3f5e527abe1aae3646,24m 11s,$22.00/hr,$8.87 ,prepay,Minister Bath,pending
6-Jul-25,686a57ece74345f8c2ce7d17,24m 10s,$22.00/hr,$8.86 ,prepay,Minister Bath,pending
6-Jul-25,686a291526be67dde2ac4b6c,24m 16s,$22.00/hr,$8.90 ,prepay,Minister Bath,pending
6-Jul-25,686a23f0f5cc2e5d6e34bb48,24m 54s,$22.00/hr,$9.14 ,prepay,Minister Bath,pending
6-Jul-25,686a1e05fb1223052ee2623b,24m 38s,$22.00/hr,$9.03 ,prepay,Minister Bath,pending
6-Jul-25,686a1752f5cc2e5d6e349146,24m 27s,$22.00/hr,$8.97 ,prepay,Minister Bath,pending
6-Jul-25,686a128d8a254358997f556d,24m 31s,$22.00/hr,$8.99 ,prepay,Minister Bath,pending
5-Jul-25,68696d7db9afcd5f4f0cc531,24m 20s,$22.00/hr,$8.93 ,prepay,Minister Bath,pending
5-Jul-25,68696c1ceca77b9e8aa514e5,24m 14s,$22.00/hr,$8.89 ,prepay,Minister Bath,pending
5-Jul-25,6869418e2e30ad2a6b0a9e1e,24m 45s,$22.00/hr,$9.08 ,prepay,Minister Bath,pending
5-Jul-25,686937f5ae657c7d0208fb4a,24m 24s,$22.00/hr,$8.95 ,prepay,Minister Bath,pending
5-Jul-25,686931579a6bf25af4e0a471,24m 58s,$22.00/hr,$9.16 ,prepay,Minister Bath,pending
5-Jul-25,68692b5fe414be392a4f85e2,24m 22s,$22.00/hr,$8.94 ,prepay,Minister Bath,pending
5-Jul-25,68690fa53272c77f8d6a9291,24m 8s,$22.00/hr,$8.85 ,prepay,Minister Bath,pending
5-Jul-25,6868f5fe265698fdb04da2cc,24m 56s,$22.00/hr,$9.15 ,prepay,Minister Bath,pending
5-Jul-25,6868f6079884fe58fdc36973,11s,$6.60/hr,$0.02 ,overtimePay,Minister Bath,pending
5-Jul-25,6868f6079884fe58fdc36973,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
5-Jul-25,6868f03155d9ac72fcbb6445,24m 6s,$22.00/hr,$8.84 ,prepay,Minister Bath,pending
5-Jul-25,6868e6e2fdc25b75b70e53fa,24m 15s,$22.00/hr,$8.89 ,prepay,Minister Bath,pending
5-Jul-25,6868e3fb201e5563c7ea56d1,24m 9s,$22.00/hr,$8.86 ,prepay,Minister Bath,pending
5-Jul-25,6868a984fdc25b75b70c7e96,1m 23s,$6.60/hr,$0.15 ,overtimePay,Minister Bath,pending
5-Jul-25,6868a984fdc25b75b70c7e96,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
5-Jul-25,6868c6e6815e4ef41710588d,24m 5s,$22.00/hr,$8.83 ,prepay,Minister Bath,pending
5-Jul-25,6868cce4d05652721259be46,24m 17s,$22.00/hr,$8.91 ,prepay,Minister Bath,pending
5-Jul-25,686861f26a1d828cfb9f50e8,24m 40s,$22.00/hr,$9.05 ,prepay,Minister Bath,pending
4-Jul-25,68673adb11067a8031c639af,24m 29s,$22.00/hr,$8.98 ,prepay,Minister Bath,pending
4-Jul-25,68673ade4daf13133cd0f397,8m 56s,$22.00/hr,$3.28 ,prepay,Minister Bath,pending
4-Jul-25,68673adb1ab959e7fea2448a,24m 24s,$22.00/hr,$8.95 ,prepay,Minister Bath,pending
4-Jul-25,68673ad11ab959e7fea241ba,24m 17s,$22.00/hr,$8.91 ,prepay,Minister Bath,pending
4-Jul-25,68673adff5af2469e3349f60,18m 25s,$22.00/hr,$6.76 ,prepay,Minister Bath,pending
4-Jul-25,68673ad9b18aaa756202c662,15m 5s,$22.00/hr,$5.53 ,prepay,Minister Bath,pending
4-Jul-25,68673ad30d26a258bbfe630e,9m 28s,$22.00/hr,$3.48 ,prepay,Minister Bath,pending
4-Jul-25,68673ad39b764f1e888f63d9,24m 12s,$22.00/hr,$8.87 ,prepay,Minister Bath,pending
4-Jul-25,68673ae4b22e77178cbef7ea,24m 24s,$22.00/hr,$8.95 ,prepay,Minister Bath,pending
4-Jul-25,68673ad14daf13133cd0efc5,8m 4s,$22.00/hr,$2.96 ,prepay,Minister Bath,pending
4-Jul-25,68673ae23956c8f906776023,24m 20s,$22.00/hr,$8.92 ,prepay,Minister Bath,pending
4-Jul-25,68673ae5a19f323e362c07da,8m 5s,$22.00/hr,$2.97 ,prepay,Minister Bath,pending
4-Jul-25,68673acf8f92245334dc1095,13m 28s,$22.00/hr,$4.94 ,prepay,Minister Bath,pending
4-Jul-25,68673aeb6fb33856806fd3f3,24m 13s,$22.00/hr,$8.88 ,prepay,Minister Bath,pending
4-Jul-25,68673aed4daf13133cd0fafb,8m 5s,$22.00/hr,$2.97 ,prepay,Minister Bath,pending
4-Jul-25,68673abfb3a59f3852d1d120,24m 12s,$22.00/hr,$8.88 ,prepay,Minister Bath,pending
4-Jul-25,68673aceb22e77178cbef013,24m 38s,$22.00/hr,$9.03 ,prepay,Minister Bath,pending
4-Jul-25,68673abe8f92245334dc0c67,10m 50s,$22.00/hr,$3.98 ,prepay,Minister Bath,pending
4-Jul-25,68673ae3f6ec50757812e1dc,8m 6s,$22.00/hr,$2.98 ,prepay,Minister Bath,pending
4-Jul-25,68673ae8443837410f40baf3,9m 14s,$22.00/hr,$3.39 ,prepay,Minister Bath,pending
4-Jul-25,68673ae3befcc37cb6cd3a6d,24m 43s,$22.00/hr,$9.06 ,prepay,Minister Bath,pending
4-Jul-25,68671e12d7d942555fe1a7f5,24m 49s,$22.00/hr,$9.10 ,prepay,Minister Bath,pending
4-Jul-25,68671dd3a6cf58184120c1cc,9m 37s,$22.00/hr,$3.53 ,prepay,Minister Bath,pending
3-Jul-25,68656d09ed73429e2a10dc60,10m 51s,$22.00/hr,$3.98 ,prepay,Minister Bath,pending
3-Jul-25,68656c7523b18c607bd7b83e,24m 27s,$22.00/hr,$8.97 ,prepay,Minister Bath,pending
3-Jul-25,68656c74dae4882dc7c01a55,8m 8s,$22.00/hr,$2.98 ,prepay,Minister Bath,pending
3-Jul-25,68656c7423b18c607bd7b79d,11m 36s,$22.00/hr,$4.26 ,prepay,Minister Bath,pending
3-Jul-25,68664d70df06ab7853ccc71e,1m 12s,$6.60/hr,$0.13 ,overtimePay,Minister Bath,pending
3-Jul-25,68664d70df06ab7853ccc71e,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
3-Jul-25,68664c9e5ce64faa5d874778,8m 28s,$22.00/hr,$3.11 ,prepay,Minister Bath,pending
3-Jul-25,68663f592fa7abe02c81697b,1m 21s,$6.60/hr,$0.15 ,overtimePay,Minister Bath,pending
3-Jul-25,68663f592fa7abe02c81697b,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
3-Jul-25,6866203696ba18723fc69b84,8m 6s,$22.00/hr,$2.97 ,prepay,Minister Bath,pending
3-Jul-25,68661d6e8fab0a4942060689,10m 15s,$22.00/hr,$3.76 ,prepay,Minister Bath,pending
2-Jul-25,68656c75f8710b706e60e7f4,15m 13s,$22.00/hr,$5.58 ,prepay,Minister Bath,pending
2-Jul-25,6865622acdf88467fb4347c5,19m 20s,$22.00/hr,$7.09 ,prepay,Minister Bath,pending
2-Jul-25,68655d3b9015e342e362414e,16s,$6.60/hr,$0.03 ,overtimePay,Minister Bath,pending
2-Jul-25,68655d3b9015e342e362414e,20m ,$22.00/hr,$7.33 ,prepay,Minister Bath,pending
2-Jul-25,68650d569015e342e35cc3e7,19m 37s,$22.00/hr,$7.20 ,prepay,Minister Bath,pending
2-Jul-25,68650c8b6eca390080a62d57,19m 9s,$22.00/hr,$7.02 ,prepay,Minister Bath,pending
2-Jul-25,68644b24100704766dbeedc2,8m 6s,$22.00/hr,$2.97 ,prepay,Minister Bath,pending
2-Jul-25,68644b28c175185062dfcca1,19m 28s,$22.00/hr,$7.14 ,prepay,Minister Bath,pending
2-Jul-25,68644b22af63f1ac35dcd1cf,19m 25s,$22.00/hr,$7.13 ,prepay,Minister Bath,pending
2-Jul-25,68644b21e14fee348e21fdc4,8m 18s,$22.00/hr,$3.05 ,prepay,Minister Bath,pending
2-Jul-25,6864f9d71588049dfe5c3855,19m 28s,$22.00/hr,$7.14 ,prepay,Minister Bath,pending
2-Jul-25,68644af4fc455c877224af03,19m 34s,$22.00/hr,$7.18 ,prepay,Minister Bath,pending
2-Jul-25,6864ed6dc8dcbd27daa8acc3,19m 19s,$22.00/hr,$7.08 ,prepay,Minister Bath,pending
2-Jul-25,68644af492a1eb67cad8f8a6,8m 5s,$22.00/hr,$2.97 ,prepay,Minister Bath,pending
2-Jul-25,68644b2942491e6e7479a5a3,5m 47s,$22.00/hr,$2.13 ,prepay,Minister Bath,pending
2-Jul-25,68644b22100704766dbeedb5,8m 56s,$22.00/hr,$3.28 ,prepay,Minister Bath,pending
2-Jul-25,68644b2823d5f80aa40298b8,19m 36s,$22.00/hr,$7.19 ,prepay,Minister Bath,pending
2-Jul-25,6864d9e69015e342e35b5751,8m 41s,$22.00/hr,$3.19 ,prepay,Minister Bath,pending
2-Jul-25,68644acf4e37346d14cce729,19m 35s,$22.00/hr,$7.18 ,prepay,Minister Bath,pending
2-Jul-25,68644afc787c0ce10ad1bcd0,7m 12s,$22.00/hr,$2.65 ,prepay,Minister Bath,pending
2-Jul-25,6864b05b65cfece94efde665,19m 40s,$22.00/hr,$7.22 ,prepay,Minister Bath,pending
2-Jul-25,68644ae0b8fbcf41d87caa04,8s,$6.60/hr,$0.02 ,overtimePay,Minister Bath,pending
2-Jul-25,68644ae0b8fbcf41d87caa04,20m ,$22.00/hr,$7.33 ,prepay,Minister Bath,pending
2-Jul-25,68644af31eaf5258ec094a55,3m 11s,$22.00/hr,$1.17 ,prepay,Minister Bath,pending
2-Jul-25,68649c27b5e2cb7b0cb8e13e,22s,$6.60/hr,$0.04 ,overtimePay,Minister Bath,pending
2-Jul-25,68649c27b5e2cb7b0cb8e13e,20m ,$22.00/hr,$7.33 ,prepay,Minister Bath,pending
2-Jul-25,68644acf1eaf5258ec094865,19m 50s,$22.00/hr,$7.27 ,prepay,Minister Bath,pending
2-Jul-25,68644b274e37346d14cce9e1,19m 29s,$22.00/hr,$7.15 ,prepay,Minister Bath,pending
1-Jul-25,686420f81188d983d8c8a924,,$6.60/hr,$0.00 ,overtimePay,Minister Bath,pending
1-Jul-25,686420f81188d983d8c8a924,20m ,$22.00/hr,$7.33 ,prepay,Minister Bath,pending
1-Jul-25,68636d5d5cb9ebe39764e80f,7m 44s,$6.60/hr,$0.85 ,overtimePay,Minister Bath,pending
1-Jul-25,68636d5d5cb9ebe39764e80f,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
1-Jul-25,68636d5e0b50ae366bf0ffb4,24m 16s,$22.00/hr,$8.90 ,prepay,Minister Bath,pending
1-Jul-25,68636d76462606af9bda8da3,24m 25s,$22.00/hr,$8.96 ,prepay,Minister Bath,pending
1-Jul-25,68636d61e8a82404fc14f14d,24m 16s,$22.00/hr,$8.90 ,prepay,Minister Bath,pending
1-Jul-25,68636d66a6d7af8b9e80e0f8,24m 49s,$22.00/hr,$9.10 ,prepay,Minister Bath,pending
1-Jul-25,68636d5de2856bfac7b0c274,24m 16s,$22.00/hr,$8.90 ,prepay,Minister Bath,pending
1-Jul-25,68636d67702670673f441245,24m 11s,$22.00/hr,$8.87 ,prepay,Minister Bath,pending
1-Jul-25,68636d172dcdc1cc79f4ad57,24m 13s,$22.00/hr,$8.88 ,prepay,Minister Bath,pending
1-Jul-25,68636d58e2856bfac7b0c237,24m 36s,$22.00/hr,$9.02 ,prepay,Minister Bath,pending
1-Jul-25,68636d672fc2683eba7fd0ee,24m 11s,$22.00/hr,$8.87 ,prepay,Minister Bath,pending
1-Jul-25,68636d4851d64a37f70fcf6d,24m 17s,$22.00/hr,$8.90 ,prepay,Minister Bath,pending
1-Jul-25,68631a4e4209ac693593501c,9m 48s,$6.60/hr,$1.08 ,overtimePay,Minister Bath,pending
1-Jul-25,68631a4e4209ac693593501c,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
1-Jul-25,68631a57e42f9fcf1aed5e40,24m 30s,$22.00/hr,$8.99 ,prepay,Minister Bath,pending
1-Jul-25,68631a4e769f31253fe1d29d,24m 29s,$22.00/hr,$8.98 ,prepay,Minister Bath,pending
1-Jul-25,68631a23487ff33fd6705a94,7s,$6.60/hr,$0.01 ,overtimePay,Minister Bath,pending
1-Jul-25,68631a23487ff33fd6705a94,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,pending
30-Jun-25,686177f6a4b0398f0e14d589,24m 22s,$22.00/hr,$8.94 ,prepay,Minister Bath,processed
30-Jun-25,686177ecbd8d849725bda6bd,12m 25s,$6.60/hr,$1.37 ,overtimePay,Minister Bath,processed
30-Jun-25,686177ecbd8d849725bda6bd,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,processed
29-Jun-25,685f1bb8742d5a275d2c6c7c,24m 26s,$22.00/hr,$8.96 ,prepay,Minister Bath,processed
29-Jun-25,685f1bb9d5fd119c4793a494,24m 24s,$22.00/hr,$8.95 ,prepay,Minister Bath,processed
29-Jun-25,685f1bc05890540958198b82,10m 26s,$6.60/hr,$1.15 ,overtimePay,Minister Bath,processed
29-Jun-25,685f1bc05890540958198b82,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,processed
28-Jun-25,685f1bcb5f33bbf26b0e25b6,14m 25s,$6.60/hr,$1.59 ,overtimePay,Minister Bath,processed
28-Jun-25,685f1bcb5f33bbf26b0e25b6,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,processed
28-Jun-25,685f1bd62b5899acf7b87f41,24m 22s,$22.00/hr,$8.94 ,prepay,Minister Bath,processed
28-Jun-25,685f1bc5214a83846e865ed9,14m 2s,$6.60/hr,$1.55 ,overtimePay,Minister Bath,processed
28-Jun-25,685f1bc5214a83846e865ed9,25m ,$22.00/hr,$9.17 ,prepay,Minister Bath,processed
25-Jun-25,685b671da0297b863c534eb7,24m 15s,$22.00/hr,$8.89 ,prepay,Minister Bath,processed
25-Jun-25,685bba63ba9010a2afa78629,25m ,$6.60/hr,$2.75 ,trainingTask,Minister Bath,processed
22-Jun-25,6856ff12bbb8c4b5ef3cf6a3,29m 4s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309ed1d9d1f638cbf267f,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309cdb7be362fc8b7b95a,29m 8s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,68530a11576dfe5fea1d7520,10s,$2.25/hr,$0.01 ,overtimePay,multilingual_static_comparison_v2,processed
20-Jun-25,68530a11576dfe5fea1d7520,30m ,$7.50/hr,$3.75 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309fbc47cbf6eb0da4741,25m 26s,$7.50/hr,$3.18 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309eab9bf967a4582e6e7,28m 51s,$7.50/hr,$3.61 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,6853098eef931f7fddc1a069,29m 17s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309fdded5d8b3902c8d12,29m 7s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309ee227b3d3aea1a6b6d,27m 51s,$7.50/hr,$3.48 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309fdd7050b9d29692e63,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309f5ded5d8b3902c8be4,29m 32s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
20-Jun-25,685309ab61e2202a4bac47d9,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309f05a0b4af90ad838e9,29m 5s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309d5f0dbd0e9bb77e910,29m 26s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309efe75f98b2fa9dcb12,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,6853097c1a08b3fdb0d1d4c0,28m 59s,$7.50/hr,$3.62 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309f1768c2219fc776f00,29m 9s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,68530962fbf41d76a9045517,29m 21s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309845a0b4af90ad830c6,29m 21s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,6853096ec47cbf6eb0da3e3f,29m 5s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
19-Jun-25,685309d8fbf41d76a904619b,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
18-Jun-25,6852a5f2af891736661df0ba,29m 43s,$7.50/hr,$3.72 ,prepay,multilingual_static_comparison_v2,processed
18-Jun-25,6852a57e805e5d130b0e71cc,29m 26s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
18-Jun-25,6852a5e5fdaedd3d3d17a04a,29m 25s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
18-Jun-25,6852a61b777ab66d6469c857,27m 16s,$7.50/hr,$3.41 ,prepay,multilingual_static_comparison_v2,processed
18-Jun-25,6852a5dbb4ac24e9786361fc,29m 3s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e8e91e0076f7cb6d43d,29m 3s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e9cd6443ce653f0bf5a,29m 15s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518ea2135672924b7f83c9,29m 7s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518eb32dd045836f9a1b46,29m 24s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e8add91bc7de6aef7c1,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e8bf2c00e673d09bcc7,29m 17s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e90135672924b7f8285,2m 29s,$2.25/hr,$0.09 ,overtimePay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e90135672924b7f8285,30m ,$7.50/hr,$3.75 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518e87386b01588efeec70,29m 11s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,68518eb1f2c00e673d09bf8b,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a4d5dddecfff604ffffc,29m 17s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a556778056552ee0999b,29m 3s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a4d80b10005944f8709e,28m 52s,$7.50/hr,$3.61 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a4d841383b7938727707,29m 13s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a4da67ce7f8f33f288ee,29m 9s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
17-Jun-25,6850a4d41f73207e0f3c728d,29m 8s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2e4513156b19a785ac11,29m 28s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684efd227abe743257cbe280,29m 13s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2d73e7fc1873cbbf4458,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684efd29d02c3b714d77d2c9,29m 2s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2d72560c3ba47b3e51fb,29m 3s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2d9a4b8af68e77dfe768,29m 52s,$7.50/hr,$3.73 ,prepay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2d8fa2b7adc6855d4315,6s,$2.25/hr,$0.00 ,overtimePay,multilingual_static_comparison_v2,processed
16-Jun-25,684f2d8fa2b7adc6855d4315,30m ,$7.50/hr,$3.75 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1bfedb3b0f65088005fa,28m 2s,$7.50/hr,$3.51 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1c2017fbbc990ea84562,29m 2s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1c019a1fc8ba8c20c0c5,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1bd1db3b0f65087ff949,29m 8s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1c1da74e478eb9482eba,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1ba1cbb0ca419d3d6ced,29m 40s,$7.50/hr,$3.71 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1bd821bd55fb7ba670b5,29m 15s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1bee1783ef80e4a76454,29m 24s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1bdc7ea6c2920898350b,29m 1s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
