workDate,itemID,duration,rateApplied,payout,payType,projectName,status
15-Jun-25,684a1c475984ea9eda5d1b7f,29m 5s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
15-Jun-25,684a1c0b831daf696e1c1d3d,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1b9d21bd55fb7ba65e35,29m 30s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1c29a5abda8363b98d51,29m 7s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1ba5ac2f6ffa24e4f87b,29m 5s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1c29c7ba0c79d59c7083,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1bfe8317b4472d590921,29m 9s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1bee67cec0aa327ab09c,29m 30s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1c07c97f8425e49d4317,29m 29s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1c13cfbee4fe34902d41,29m 4s,$7.50/hr,$3.63 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1bde0a6e47f6db8217ab,29m 14s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1c4921bd55fb7ba6948e,29m 29s,$7.50/hr,$3.69 ,prepay,multilingual_static_comparison_v2,processed
14-Jun-25,684a1bb81783ef80e4a74954,29m 8s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1bcbe425f49512a84e17,29m 22s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1bacc7ba0c79d59c533e,29m 22s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1c29cbb0ca419d3d91da,29m 21s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1bfe0e09a43699eb935d,29m 39s,$7.50/hr,$3.71 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1c01f6b410bd1c4bfd7d,27m 34s,$7.50/hr,$3.45 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1bff0e09a43699eb939a,29m 26s,$7.50/hr,$3.68 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,684a1c39dc8b7c5a4d9a777e,29m 4s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a35be75ca823dcfb0c6,28m 57s,$7.50/hr,$3.62 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a4cbe75ca823dcfb2f1,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a64c1d6168872393d32,29m 8s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a787ecce7094eced642,29m 15s,$7.50/hr,$3.66 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a285ee7e697ad0d2037,29m 6s,$7.50/hr,$3.64 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a6e8960aac8ff7a8cbd,29m 20s,$7.50/hr,$3.67 ,prepay,multilingual_static_comparison_v2,processed
13-Jun-25,68499a6f0e250a80520e64ed,29m 13s,$7.50/hr,$3.65 ,prepay,multilingual_static_comparison_v2,processed
12-Jun-25,68499faf5e73e507030d9948,34m 29s,$7.50/hr,$4.31 ,prepay,multilingual_static_comparison_v2,processed
12-Jun-25,68499fb053b4f5d3e1618263,34m 17s,$7.50/hr,$4.29 ,prepay,multilingual_static_comparison_v2,processed
12-Jun-25,68499fae92a0c3a32e0cfd3f,34m 44s,$7.50/hr,$4.34 ,prepay,multilingual_static_comparison_v2,processed
12-Jun-25,68499fadc1d6168872398768,34m 7s,$7.50/hr,$4.27 ,prepay,multilingual_static_comparison_v2,processed
28-Mar-25,67e68bc2d9781fb2cfbfbd4d,8m 35s,$8.25/hr,$1.18 ,overtimePay,beetle_crown,processed
28-Mar-25,67e68bc2d9781fb2cfbfbd4d,30m ,$27.50/hr,$13.75 ,prepay,beetle_crown,processed
28-Mar-25,67e584e8b194202877f2b62c,10m 1s,$8.25/hr,$1.38 ,overtimePay,beetle_crown,processed
28-Mar-25,67e584e8b194202877f2b62c,30m ,$27.50/hr,$13.75 ,prepay,beetle_crown,processed
28-Mar-25,67e584e7d330cd3a7c3abfa8,6s,$8.25/hr,$0.02 ,overtimePay,beetle_crown,processed
28-Mar-25,67e584e7d330cd3a7c3abfa8,30m ,$27.50/hr,$13.75 ,prepay,beetle_crown,processed
28-Mar-25,67e584e6921174db13115a22,29m 49s,$27.50/hr,$13.67 ,prepay,beetle_crown,processed
26-Mar-25,67d9b376875d846178e42d05,-,-,$0.00 ,payAdjustment,green_wizards_v2,processed
20-Mar-25,67db22859d1da70f09fe6d38,-,-,$165.00 ,missionReward,-,processed
20-Mar-25,67daf3fad34c87512f0c0926,1h 16m 50s,$27.50/hr,$35.22 ,prepay,green_wizards_v2,processed
20-Mar-25,67da7308607e37dd4d837602,-,-,$11.00 ,missionReward,-,processed
20-Mar-25,67daf4f7a8cb38cc339986a2,1h 15m 57s,$27.50/hr,$34.82 ,prepay,green_wizards_v2,processed
20-Mar-25,67daf320e31f45be1e68a284,1m 52s,$8.25/hr,$0.26 ,overtimePay,green_wizards_v2,processed
20-Mar-25,67daf320e31f45be1e68a284,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards_v2,processed
19-Mar-25,67daf4868d11bc8fd31dc3ba,5m 3s,$8.25/hr,$0.69 ,overtimePay,Ordination Knight,processed
19-Mar-25,67daf4868d11bc8fd31dc3ba,1h 25m 3s,$1.60/hr,$36.67 ,prepay,Ordination Knight,processed
19-Mar-25,67daf5fc8d11bc8fd31de935,1h 16m 24s,$27.50/hr,$35.02 ,prepay,green_wizards_v2,processed
19-Mar-25,67d9b376875d846178e42d05,1h 19m 20s,$27.50/hr,$36.36 ,prepay,green_wizards_v2,processed
19-Mar-25,67da85da6eeed0a0870f0ed9,38m 29s,$8.25/hr,$5.29 ,trainingTask,green_wizards_v2,processed
18-Mar-25,67d9d217740721b62c0da2a3,50m 50s,$8.25/hr,$6.99 ,trainingTask,green_wizards_v2,processed
18-Mar-25,67d9c64732215e0285c0b3e5,49m 42s,$8.25/hr,$6.83 ,trainingTask,green_wizards_v2,processed
17-Mar-25,67d4590aeae5e67c91640e9d,-,-,$0.00 ,payAdjustment,red_wizards,processed
17-Mar-25,67cde2ab8e6ddf940ddf1b55,-,-,$0.09 ,payAdjustment,red_wizards,processed
17-Mar-25,67cf7280e3788251f4177379,-,-,$0.10 ,payAdjustment,red_wizards,processed
16-Mar-25,67d5276b6f1ce03550dca8e5,-,-,$27.50 ,missionReward,-,processed
15-Mar-25,67d58f7d98f27b7f42d4b5f8,1h 59m ,$27.50/hr,$54.54 ,prepay,red_wizards,processed
15-Mar-25,67d58f6dc78099bb78c851ab,1h 56m 37s,$27.50/hr,$53.46 ,prepay,red_wizards,processed
15-Mar-25,67d58f67cab6b963d1729c98,1h 57m 54s,$27.50/hr,$54.04 ,prepay,red_wizards,processed
15-Mar-25,67d45936555daabeaa2dae5c,17s,$8.25/hr,$0.04 ,overtimePay,red_wizards,processed
15-Mar-25,67d45936555daabeaa2dae5c,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
15-Mar-25,67d5754fa7b66f685f28a66b,1h 38m 31s,$27.50/hr,$45.16 ,qaOperation,red_wizards,processed
15-Mar-25,67d55da35f38a33b825af1c2,1h 8m 28s,$27.50/hr,$31.39 ,qaOperation,red_wizards,processed
15-Mar-25,67d458c45da1c590e175b3d3,1h 57m 54s,$27.50/hr,$54.04 ,prepay,red_wizards,processed
15-Mar-25,67d3d5dcfeef2279f35542fb,-,-,$11.00 ,missionReward,-,processed
15-Mar-25,67d4590aeae5e67c91640e9d,5m 20s,$8.25/hr,$0.73 ,overtimePay,red_wizards,processed
15-Mar-25,67d4590aeae5e67c91640e9d,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
15-Mar-25,67d458e3e71112e753179d04,1h 56m 41s,$27.50/hr,$53.49 ,prepay,red_wizards,processed
14-Mar-25,67cfc2439d4981a20bac3f5e,1h 48m 26s,$1.60/hr,$49.71 ,prepay,Ordination Knight,processed
14-Mar-25,67cfc24561328778e92565b1,1m 46s,$8.25/hr,$0.24 ,overtimePay,Ordination Knight,processed
14-Mar-25,67cfc24561328778e92565b1,2h 1m 46s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
14-Mar-25,67cfc23c9d4981a20bac3ef7,39s,$8.25/hr,$0.09 ,overtimePay,Ordination Knight,processed
14-Mar-25,67cfc23c9d4981a20bac3ef7,2h 0m 39s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
13-Mar-25,67d284e5798bf7f39e568a2d,-,-,$79.75 ,missionReward,-,processed
13-Mar-25,67d334574f0f8ffe641ef0b1,2m 21s,$8.25/hr,$0.32 ,overtimePay,red_wizards,processed
13-Mar-25,67d334574f0f8ffe641ef0b1,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
13-Mar-25,67d27b88b77bf650298d5a8c,-,-,$19.25 ,missionReward,-,processed
13-Mar-25,67d2a238bfd5f0210c3c5f91,4m 24s,$8.25/hr,$0.61 ,overtimePay,red_wizards,processed
13-Mar-25,67d2a238bfd5f0210c3c5f91,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
13-Mar-25,67d2a224a2aff917e13f2c91,1h 59m 23s,$1.60/hr,$54.72 ,prepay,Ordination Knight,processed
13-Mar-25,67d2a22d96d1e6a90a0ad2ad,1h 59m 9s,$1.60/hr,$54.61 ,prepay,Ordination Knight,processed
13-Mar-25,67d2a23015f3fd97d33314e7,1h 58m 44s,$1.60/hr,$54.43 ,prepay,Ordination Knight,processed
13-Mar-25,67cfc23eae3f1e3e84548dda,7s,$8.25/hr,$0.02 ,overtimePay,Ordination Knight,processed
13-Mar-25,67cfc23eae3f1e3e84548dda,2h 0m 7s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
13-Mar-25,67cfc236b5e187af86c592dc,1h 59m 16s,$1.60/hr,$54.67 ,prepay,Ordination Knight,processed
13-Mar-25,67d1333af10abd9f8814ed01,-,-,$79.75 ,missionReward,-,processed
13-Mar-25,67cfc23360fb42bcd952e7de,1h 59m 25s,$27.50/hr,$54.74 ,prepay,red_wizards,processed
13-Mar-25,67d20262064e8782083fff02,16s,$8.25/hr,$0.04 ,overtimePay,red_wizards,processed
13-Mar-25,67d20262064e8782083fff02,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
12-Mar-25,67cf72929b924aa1a1b0650f,9m 59s,$8.25/hr,$1.37 ,overtimePay,red_wizards,processed
12-Mar-25,67cf72929b924aa1a1b0650f,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
12-Mar-25,67cf7254d09c8d7975e2d249,1h 59m 4s,$1.60/hr,$54.58 ,prepay,Ordination Knight,processed
12-Mar-25,67cf725065a43142c6198bec,6m 43s,$8.25/hr,$0.92 ,overtimePay,Ordination Knight,processed
12-Mar-25,67cf725065a43142c6198bec,2h 6m 43s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
12-Mar-25,67cf7296c6f3e0daa2c34b27,1h 59m 41s,$1.60/hr,$54.86 ,prepay,Ordination Knight,processed
12-Mar-25,67cf726b890104a32c958a64,1h 59m 21s,$1.60/hr,$54.71 ,prepay,Ordination Knight,processed
12-Mar-25,67cfe097b5101518d5ae6f02,-,-,$79.75 ,missionReward,-,processed
12-Mar-25,67cf7274689171cd58b760f9,21m 7s,$8.25/hr,$2.90 ,overtimePay,Ordination Knight,processed
12-Mar-25,67cf7274689171cd58b760f9,2h 21m 7s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
12-Mar-25,67cf727bfa1baeff4c3270ad,1h 50m 6s,$27.50/hr,$50.47 ,prepay,red_wizards,processed
12-Mar-25,67cf7280e3788251f4177379,2h ,$27.50/hr,$54.90 ,prepay,red_wizards,processed
11-Mar-25,67cf72676a068c1addff7671,1h 59m 32s,$27.50/hr,$54.79 ,prepay,red_wizards,processed
11-Mar-25,67cf7296aaa9fbe524716738,24m 53s,$8.25/hr,$3.42 ,overtimePay,red_wizards,processed
11-Mar-25,67cf7296aaa9fbe524716738,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
11-Mar-25,67cf727ae3788251f41772c5,1h 59m 22s,$27.50/hr,$54.71 ,prepay,red_wizards,processed
11-Mar-25,67cf728c86e9d664f0c0d969,1m 3s,$8.25/hr,$0.15 ,overtimePay,red_wizards,processed
11-Mar-25,67cf728c86e9d664f0c0d969,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
11-Mar-25,67ce9d7b3d55a6098ebd75b0,-,-,$44.00 ,missionReward,-,processed
11-Mar-25,67cf757e689171cd58b78432,1h 57m 18s,$27.50/hr,$53.77 ,prepay,red_wizards,processed
10-Mar-25,67cde2b536308fd91486042d,29m 31s,$8.25/hr,$4.06 ,overtimePay,Ordination Knight,processed
10-Mar-25,67cde2b536308fd91486042d,2h 29m 31s,$1.60/hr,$55.00 ,prepay,Ordination Knight,processed
10-Mar-25,67cf3d06ae200f80cc5cdb23,53m 18s,$27.50/hr,$24.44 ,qaOperation,red_wizards,processed
10-Mar-25,67cde2ab8e6ddf940ddf1b55,1m 20s,$8.25/hr,$0.18 ,overtimePay,red_wizards,processed
10-Mar-25,67cde2ab8e6ddf940ddf1b55,2h ,$27.50/hr,$54.91 ,prepay,red_wizards,processed
10-Mar-25,67cde2a8fa53046a1a89708f,2m 45s,$8.25/hr,$0.38 ,overtimePay,red_wizards,processed
10-Mar-25,67cde2a8fa53046a1a89708f,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
10-Mar-25,67cde29640984d3ede6c3a3c,1h 59m 29s,$27.50/hr,$54.76 ,prepay,red_wizards,processed
10-Mar-25,67cde27f91063138e8e5a5ff,1h 58m 26s,$27.50/hr,$54.28 ,prepay,red_wizards,processed
10-Mar-25,67ce59f3555783bc365af003,1h 58m 38s,$27.50/hr,$54.38 ,prepay,red_wizards,processed
10-Mar-25,67cd4c6255d4c114c147ef3b,-,-,$19.25 ,missionReward,-,processed
10-Mar-25,67ce59f221851347a4531d21,1h 58m 49s,$27.50/hr,$54.46 ,prepay,red_wizards,processed
10-Mar-25,67c7cf1f6d542d04ba4cdfc3,-,-,$0.00 ,payAdjustment,green_wizards,processed
10-Mar-25,67cde2978e6ddf940ddf18ef,22s,$8.25/hr,$0.05 ,overtimePay,red_wizards,processed
10-Mar-25,67cde2978e6ddf940ddf18ef,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
9-Mar-25,67cde28516ac1db6330739e9,1h 58m 53s,$27.50/hr,$54.49 ,prepay,red_wizards,processed
9-Mar-25,67ccf8788e83f84984ef2dbf,36m 41s,$8.25/hr,$5.04 ,overtimePay,red_wizards,processed
9-Mar-25,67ccf8788e83f84984ef2dbf,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
9-Mar-25,67ccf7d97604ac78f3d66056,13s,$8.25/hr,$0.03 ,overtimePay,red_wizards,processed
9-Mar-25,67ccf7d97604ac78f3d66056,2h ,$27.50/hr,$55.00 ,prepay,red_wizards,processed
8-Mar-25,67caa855e4da41574696537d,-,-,$52.25 ,missionReward,-,processed
7-Mar-25,67c7cf1f3f049a479e2c7dd2,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf221b96abd44810935f,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf1f8345ea6aa50a56b0,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf19ea4679b060f4cd2c,1h 21m 12s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
7-Mar-25,67c7cf2eff706ea7e21db1dd,1h 20m 35s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
7-Mar-25,67c7cf2480660f3ea6b1e8bd,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67cac8e78bfcb36d8c71383a,1h 6m 33s,$27.50/hr,$30.51 ,prepay,green_wizards,processed
7-Mar-25,67c7cf286065d1f250e81cd1,1h 16m 7s,$27.50/hr,$34.89 ,prepay,green_wizards,processed
7-Mar-25,67c7cf241837024a9d059610,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf236ac33147fb779eb7,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf1f6d542d04ba4cdfc3,1h 18m 20s,$27.50/hr,$35.90 ,prepay,green_wizards,processed
7-Mar-25,67c957e057c484fd9e282b3c,-,-,$11.00 ,missionReward,-,processed
7-Mar-25,67c7cf2f8f190cc24ed2e2d3,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
7-Mar-25,67c7cf24bea08f6ae7572c69,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
6-Mar-25,67c7cf253d5835ad9c8bf413,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
6-Mar-25,67c7cf1922297d61faf8130e,1h 47m 7s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
6-Mar-25,67c7cf239b312152ef8b14e5,1h 40m 20s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
6-Mar-25,67c7cf1f85a84615ff3f81dd,1h 19m 44s,$1.90/hr,$36.55 ,prepay,Ordination Knight,processed
6-Mar-25,67c7cf0d80660f3ea6b1dcc3,1h 42m 44s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
6-Mar-25,67c8065a1cdbd5bae7315933,-,-,$52.25 ,missionReward,-,processed
6-Mar-25,67c7cf1f35c1056bd418650e,1h 17m 36s,$27.50/hr,$35.57 ,prepay,green_wizards,processed
6-Mar-25,67c7cf17ea4679b060f4cbfb,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
6-Mar-25,67c7cf061837024a9d05825b,1h 21m 27s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
5-Mar-25,67c7cf10abc289d79522ef3b,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf1261f6888a30479903,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf1c618428cda3a48d5d,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf199d8a7d1bb599eff6,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf132047ef871f38907a,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf069b312152ef8b0166,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf088f190cc24ed2ca99,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf0e2eecd67aded0e926,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
5-Mar-25,67c7cf001ada876eeaf630a6,1h 16m 5s,$27.50/hr,$34.87 ,prepay,green_wizards,processed
4-Mar-25,67c748ee3316c9c1407630d5,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
4-Mar-25,67c538270f9334f3532ab0e0,-,-,$27.50 ,missionReward,-,processed
4-Mar-25,67c6b9231a563d7239ba3e7f,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
4-Mar-25,67c634ca144bd5409d73d6d4,1h 48m 53s,$1.90/hr,$36.67 ,prepay,Ordination Knight,processed
3-Mar-25,67c5f52f67fb729b7067ca86,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
3-Mar-25,67c55423ae8001d9e7e93b5c,-,-,$27.50 ,missionReward,-,processed
3-Mar-25,67c5fb4952328863ee7d27f3,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
3-Mar-25,67c540542b882ca54a04366b,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
3-Mar-25,67c5cccb4a4622dedf0fb176,1h 14m 2s,$8.25/hr,$10.18 ,trainingTask,green_wizards,processed
3-Mar-25,67c5b9935c02a5814712eec0,1h 13m 20s,$8.25/hr,$10.08 ,trainingTask,green_wizards,processed
3-Mar-25,67c5a1731fa016ced5013514,1h 20m ,$8.25/hr,$11.00 ,trainingTask,green_wizards,processed
2-Mar-25,67c456717620fe59e958e0fd,-,-,$5.50 ,missionReward,-,processed
23-Feb-25,67bb69010ab5a7734c4c08a3,49m 16s,$27.50/hr,$22.59 ,prepay,mail_valley,processed
23-Feb-25,67bb5b69a333bd25a436fb8a,49m 5s,$27.50/hr,$22.50 ,prepay,mail_valley,processed
22-Feb-25,67ba4fa906bf0e43a7bfbccd,48m 5s,$1.50/hr,$22.04 ,prepay,Ordination Knight,processed
22-Feb-25,67b96caf1da0d61aa46e090d,50m ,$8.25/hr,$6.88 ,trainingTask,mail_valley,processed
21-Feb-25,67b8eed3508f7a2cef4c033e,47m 51s,$8.25/hr,$6.58 ,trainingTask,mail_valley,processed
21-Feb-25,67b8e453c6de99f404cc09f9,44m 17s,$8.25/hr,$6.09 ,trainingTask,mail_valley,processed
20-Feb-25,67b72af71912b75b037b0a90,47m 23s,$27.50/hr,$21.72 ,prepay,mighty_moo,processed
19-Feb-25,67b5f8a225a3324aaa0400da,50m ,$8.25/hr,$6.88 ,trainingTask,mighty_moo,processed
14-Feb-25,67af24e3cc057ed0acafd247,1h 20m ,$27.50/hr,$36.67 ,prepay,Ordination Knight,processed
14-Feb-25,67af2bac61f0a49d7fb0eb8e,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
14-Feb-25,67af19444feb52facf2c021d,1h 15m 57s,$1.50/hr,$34.82 ,prepay,Ordination Knight,processed
14-Feb-25,67aece6257753db280b97830,1h 15m 51s,$27.50/hr,$34.77 ,prepay,green_wizards,processed
13-Feb-25,67aa3e3b3559a6bcc30c8aa4,1h 20m ,$27.50/hr,$36.67 ,prepay,green_wizards,processed
13-Feb-25,67ae3d7d63a1fe1b051452e6,18m 49s,$8.25/hr,$2.59 ,trainingTask,green_wizards,processed
13-Feb-25,67ae2a49988c1cd6d8f9644e,1h 20m ,$8.25/hr,$11.00 ,trainingTask,green_wizards,processed
13-Feb-25,67ae12cbb99369fb1b011ae5,1h 20m ,$8.25/hr,$11.00 ,trainingTask,green_wizards,processed
